,bathroom,bedroom,buildingarea,car,date,distance,landsize,lattitude,longtitude,price,propertycount,rooms,type,yearbuilt
2765,2.0,3.0,114.0,3.0,2016-08-06,11.2,649.0,-37.705,145.0216,651000.0,21650.0,3,2,1950.0
2766,1.0,2.0,83.0,1.0,2016-05-07,11.2,360.0,-37.7273,145.0254,365000.0,21650.0,2,2,1960.0
2767,1.0,2.0,94.0,1.0,2016-05-07,11.2,171.0,-37.711,145.0027,405000.0,21650.0,2,3,2009.0
2768,2.0,3.0,117.0,1.0,2016-05-07,11.2,158.0,-37.7293,145.0216,620500.0,21650.0,3,4,2011.0
2769,1.0,1.0,80.0,1.0,2016-05-07,11.2,141.0,-37.7025,144.9887,260000.0,21650.0,1,2,2000.0
2770,2.0,3.0,186.0,1.0,2016-05-07,11.2,267.0,-37.7132,145.0075,625000.0,21650.0,3,2,2003.0
2771,1.0,2.0,84.0,1.0,2016-11-07,11.2,146.0,-37.719,145.0014,427500.0,21650.0,2,3,1980.0
2772,2.0,4.0,244.0,2.0,2016-11-07,11.2,581.0,-37.6926,144.9861,851000.0,21650.0,4,2,2006.0
2773,2.0,3.0,153.0,3.0,2016-11-07,11.2,479.0,-37.7271,144.9968,998000.0,21650.0,3,2,1950.0
2774,2.0,4.0,190.0,3.0,2016-11-07,11.2,630.0,-37.721,144.9952,1030000.0,21650.0,4,2,1935.0
2775,1.0,2.0,61.0,1.0,2016-11-07,11.2,180.0,-37.7283,145.0207,410000.0,21650.0,2,3,2004.0
2776,1.0,4.0,135.0,1.0,2016-10-08,11.2,518.0,-37.726,145.0044,1015000.0,21650.0,4,2,1920.0
2777,3.0,3.0,153.0,2.0,2016-10-08,11.2,618.0,-37.7154,144.9962,915000.0,21650.0,3,2,1960.0
2778,1.0,2.0,70.0,1.0,2016-10-08,11.2,149.0,-37.7177,144.9917,380000.0,21650.0,2,3,1980.0
2779,2.0,3.0,130.0,1.0,2016-10-08,11.2,229.0,-37.7036,145.0145,530000.0,21650.0,3,4,2008.0
2780,1.0,3.0,160.0,1.0,2016-10-08,11.2,270.0,-37.702,145.0148,592000.0,21650.0,3,4,2016.0
2781,1.0,2.0,83.0,2.0,2016-10-08,11.2,132.0,-37.709,145.0219,440000.0,21650.0,2,3,1980.0
2782,1.0,3.0,114.0,3.0,2016-09-10,11.2,620.0,-37.7099,144.9938,650000.0,21650.0,3,2,1960.0
2783,1.0,2.0,70.0,1.0,2016-09-10,11.2,159.0,-37.7059,145.0115,416000.0,21650.0,2,4,2000.0
2784,1.0,3.0,63.0,1.0,2016-09-10,11.2,0.0,-37.7272,145.0057,301000.0,21650.0,3,3,1970.0
2785,1.0,2.0,110.0,3.0,2016-09-10,11.2,560.0,-37.721,144.9885,865000.0,21650.0,3,2,1950.0
2786,1.0,3.0,98.0,1.0,2016-09-10,11.2,700.0,-37.7125,145.022,650000.0,21650.0,3,2,1950.0
2787,1.0,2.0,77.0,1.0,2016-12-10,11.2,184.0,-37.7043,145.0277,401000.0,21650.0,2,3,1965.0
2788,1.0,2.0,93.0,1.0,2016-12-10,11.2,168.0,-37.7167,145.0001,491000.0,21650.0,2,3,1970.0
2789,1.0,3.0,558.0,2.0,2016-12-10,11.2,564.0,-37.7196,144.9899,810000.0,21650.0,3,2,1960.0
2790,1.0,2.0,92.0,2.0,2017-02-11,11.2,229.0,-37.71,145.0082,555000.0,21650.0,2,2,1970.0
2791,1.0,2.0,72.0,1.0,2017-02-11,11.2,0.0,-37.7091,145.0255,350000.0,21650.0,2,4,2016.0
2792,2.0,3.0,146.0,2.0,2017-02-11,11.2,215.0,-37.7257,145.0243,540000.0,21650.0,3,2,2003.0
2793,1.0,3.0,103.0,1.0,2016-06-12,11.2,750.0,-37.7107,145.0317,682000.0,21650.0,3,2,1970.0
2794,1.0,2.0,85.0,1.0,2016-11-12,11.2,83.0,-37.7171,145.0019,380000.0,21650.0,2,4,2010.0
2795,1.0,1.0,45.0,2.0,2016-11-12,11.2,96.0,-37.7175,145.0081,350000.0,21650.0,1,3,2009.0
2796,2.0,4.0,197.0,4.0,2016-11-12,11.2,820.0,-37.6945,144.992,750000.0,21650.0,4,2,1965.0
2797,1.0,2.0,73.0,1.0,2016-11-12,11.2,96.0,-37.7139,145.0198,495000.0,21650.0,2,4,2013.0
2798,1.0,3.0,109.0,1.0,2016-11-12,11.2,359.0,-37.6957,145.0161,500000.0,21650.0,3,3,1960.0
2799,1.0,2.0,67.0,1.0,2016-11-12,11.2,102.0,-37.7064,145.0264,350000.0,21650.0,2,3,1970.0
2800,1.0,2.0,54.0,1.0,2016-08-13,11.2,0.0,-37.7112,144.9989,335000.0,21650.0,2,3,2012.0
2801,1.0,3.0,84.0,2.0,2016-08-13,11.2,592.0,-37.728,145.0352,546000.0,21650.0,3,2,1960.0
2802,1.0,3.0,97.0,1.0,2016-08-13,11.2,172.0,-37.7092,145.0274,400000.0,21650.0,3,3,1970.0
2803,1.0,2.0,65.0,1.0,2016-05-14,11.2,132.0,-37.708,145.0223,360000.0,21650.0,2,3,2010.0
2804,1.0,3.0,105.0,1.0,2016-10-15,11.2,250.0,-37.6974,145.0213,410000.0,21650.0,3,2,1960.0
2805,1.0,2.0,121.0,1.0,2016-10-15,11.2,931.0,-37.7033,145.0169,836000.0,21650.0,2,2,1970.0
2806,1.0,2.0,83.0,2.0,2016-10-15,11.2,132.0,-37.709,145.0219,440000.0,21650.0,2,3,1980.0
2807,1.0,2.0,77.0,1.0,2016-04-16,11.2,104.0,-37.7104,145.0076,376000.0,21650.0,2,3,1970.0
2808,1.0,2.0,65.0,1.0,2016-04-16,11.2,0.0,-37.7093,145.0084,323000.0,21650.0,2,3,1960.0
2809,1.0,3.0,146.0,4.0,2016-04-16,11.2,527.0,-37.6983,144.9941,680000.0,21650.0,3,2,1965.0
2810,1.0,2.0,106.0,1.0,2016-04-16,11.2,0.0,-37.7141,145.0047,530000.0,21650.0,2,4,2007.0
2811,3.0,4.0,174.0,1.0,2016-04-16,11.2,595.0,-37.7283,145.0072,786000.0,21650.0,4,2,2013.0
2812,1.0,2.0,74.0,1.0,2016-04-16,11.2,122.0,-37.7261,144.9961,390000.0,21650.0,2,3,1980.0
2813,1.0,3.0,92.0,2.0,2016-04-16,11.2,468.0,-37.7184,144.9962,650000.0,21650.0,3,2,1960.0
2814,2.0,3.0,159.0,3.0,2016-07-16,11.2,574.0,-37.722,144.9922,800000.0,21650.0,3,2,1955.0
2815,1.0,2.0,64.0,1.0,2016-07-16,11.2,90.0,-37.7295,145.0243,330000.0,21650.0,2,3,1970.0
2816,1.0,3.0,114.0,1.0,2016-07-16,11.2,474.0,-37.7086,144.9919,539000.0,21650.0,3,2,1960.0
2817,1.0,3.0,94.0,1.0,2016-09-17,11.2,456.0,-37.7038,145.0281,622500.0,21650.0,3,2,1960.0
2818,2.0,3.0,129.0,2.0,2016-09-17,11.2,834.0,-37.704,145.0299,767500.0,21650.0,4,2,2017.0
2819,1.0,3.0,125.0,2.0,2016-09-17,11.2,464.0,-37.7245,145.004,780000.0,21650.0,3,2,1920.0
2820,2.0,3.0,149.0,1.0,2016-09-17,11.2,618.0,-37.6989,145.0212,668000.0,21650.0,3,2,1965.0
2821,1.0,3.0,97.0,2.0,2017-03-18,11.2,159.0,-37.7277,145.0248,470000.0,21650.0,3,3,1970.0
2822,2.0,3.0,137.0,2.0,2017-03-18,11.2,456.0,-37.7061,145.0308,655000.0,21650.0,3,2,1970.0
2823,1.0,2.0,93.0,1.0,2017-03-18,11.2,183.0,-37.7078,145.033,440000.0,21650.0,2,3,1980.0
2824,2.0,3.0,120.0,1.0,2016-06-18,11.2,597.0,-37.7066,145.0203,703000.0,21650.0,3,2,1960.0
2825,1.0,2.0,81.0,1.0,2016-06-18,11.2,141.0,-37.7149,145.0009,424000.0,21650.0,2,3,1980.0
2826,1.0,3.0,149.0,2.0,2016-06-18,11.2,745.0,-37.7007,144.9815,613000.0,21650.0,3,2,1985.0
2827,1.0,3.0,133.0,1.0,2016-06-18,11.2,535.0,-37.692,144.9781,475000.0,21650.0,3,2,1970.0
2828,2.0,3.0,120.0,2.0,2016-11-19,11.2,565.0,-37.7196,144.997,950000.0,21650.0,3,2,1920.0
2829,1.0,4.0,152.0,2.0,2016-11-19,11.2,770.0,-37.6981,144.9989,730000.0,21650.0,4,2,1970.0
2830,1.0,3.0,121.0,2.0,2016-11-19,11.2,950.0,-37.7022,145.0078,905000.0,21650.0,3,2,1960.0
2831,2.0,2.0,145.0,1.0,2016-11-19,11.2,145.0,-37.7053,145.0173,480000.0,21650.0,2,3,2010.0
2832,1.0,3.0,96.0,2.0,2016-11-19,11.2,561.0,-37.7098,145.0031,767000.0,21650.0,3,2,1950.0
2833,1.0,3.0,108.0,2.0,2016-05-22,11.2,179.0,-37.7108,145.0289,450000.0,21650.0,3,3,2002.0
2834,2.0,3.0,177.0,1.0,2016-05-22,11.2,527.0,-37.7238,144.9964,921500.0,21650.0,3,2,1950.0
2835,1.0,3.0,91.0,1.0,2016-05-22,11.2,126.0,-37.7186,145.0166,490000.0,21650.0,2,4,2013.0
2836,1.0,3.0,118.0,1.0,2016-05-22,11.2,563.0,-37.7258,145.0129,787000.0,21650.0,3,2,1940.0
2837,1.0,2.0,55.0,1.0,2016-08-22,11.2,0.0,-37.7112,144.9989,300000.0,21650.0,2,3,2014.0
2838,1.0,2.0,54.0,1.0,2016-08-22,11.2,0.0,-37.7112,144.9989,335000.0,21650.0,2,3,2012.0
2839,1.0,3.0,100.0,2.0,2016-08-22,11.2,521.0,-37.7097,144.9912,475000.0,21650.0,3,3,2010.0
2840,1.0,2.0,87.0,1.0,2016-08-22,11.2,153.0,-37.7098,145.0211,440000.0,21650.0,2,3,2007.0
2841,1.0,2.0,45.0,1.0,2016-09-24,11.2,0.0,-37.7111,144.9919,216000.0,21650.0,1,3,1970.0
2842,1.0,1.0,45.0,1.0,2016-09-24,11.2,0.0,-37.7111,144.9919,220000.0,21650.0,1,3,1970.0
2843,1.0,2.0,80.0,1.0,2016-09-24,11.2,151.0,-37.7126,144.99,340000.0,21650.0,2,3,1975.0
2844,1.0,1.0,50.0,1.0,2017-02-25,11.2,94.0,-37.7186,145.011,395000.0,21650.0,1,2,2014.0
2845,1.0,2.0,97.0,1.0,2017-02-25,11.2,585.0,-37.719,144.9972,790000.0,21650.0,2,2,1950.0
2846,1.0,3.0,102.0,2.0,2017-02-25,11.2,460.0,-37.6917,144.9755,601000.0,21650.0,3,2,1965.0
2847,1.0,2.0,62.0,1.0,2016-07-26,11.2,87.0,-37.7174,145.0016,300000.0,21650.0,2,3,1970.0
2848,1.0,2.0,107.0,2.0,2016-07-26,11.2,153.0,-37.702,145.0324,420000.0,21650.0,2,4,2003.0
2849,2.0,4.0,262.0,3.0,2016-07-26,11.2,936.0,-37.7021,145.0178,885000.0,21650.0,4,2,1985.0
2850,1.0,3.0,557.0,2.0,2016-07-26,11.2,550.0,-37.7208,144.9887,815000.0,21650.0,3,2,1965.0
2851,2.0,3.0,135.0,2.0,2016-07-26,11.2,681.0,-37.7217,145.0163,882500.0,21650.0,3,2,1940.0
2852,1.0,3.0,128.0,2.0,2016-07-26,11.2,589.0,-37.7195,144.9982,793000.0,21650.0,3,2,1950.0
2853,2.0,3.0,128.0,2.0,2016-06-27,11.2,260.0,-37.7106,145.0225,550000.0,21650.0,3,2,2006.0
2854,1.0,2.0,72.0,1.0,2016-06-27,11.2,236.0,-37.6984,144.9997,433000.0,21650.0,2,3,2012.0
2855,1.0,2.0,92.0,1.0,2016-06-27,11.2,750.0,-37.7089,145.0192,680000.0,21650.0,2,2,1960.0
2856,1.0,3.0,101.0,1.0,2016-11-27,11.2,826.0,-37.7013,145.0244,851000.0,21650.0,3,2,1960.0
2857,1.0,3.0,134.0,4.0,2016-11-27,11.2,670.0,-37.7242,145.0154,1025000.0,21650.0,3,2,1935.0
2858,1.0,3.0,162.0,2.0,2016-05-28,11.2,602.0,-37.7115,145.0009,784000.0,21650.0,3,2,1970.0
2859,1.0,4.0,188.0,2.0,2016-05-28,11.2,895.0,-37.7285,144.9964,1186000.0,21650.0,4,2,1940.0
2860,2.0,4.0,141.0,2.0,2016-05-28,11.2,508.0,-37.7129,145.0047,885000.0,21650.0,4,2,1950.0
2861,1.0,3.0,133.0,6.0,2016-05-28,11.2,807.0,-37.704,144.9864,718500.0,21650.0,3,2,1975.0
2862,2.0,3.0,285.0,2.0,2016-05-28,11.2,548.0,-37.7099,145.0333,762500.0,21650.0,5,2,1990.0
2863,1.0,3.0,103.0,2.0,2016-08-28,11.2,383.0,-37.7103,145.0037,610000.0,21650.0,2,2,1970.0
2864,1.0,4.0,134.0,2.0,2016-08-28,11.2,561.0,-37.697,144.9989,680000.0,21650.0,4,2,1960.0
2865,1.0,2.0,65.0,1.0,2016-07-30,11.2,133.0,-37.6983,144.9998,390000.0,21650.0,2,3,2012.0
2866,1.0,2.0,103.0,1.0,2016-09-03,2.6,125.0,-37.8106,144.994,937000.0,14949.0,2,2,1950.0
2867,1.0,2.0,81.0,0.0,2016-09-03,2.6,203.0,-37.8166,144.9945,1260000.0,14949.0,3,2,1900.0
2868,1.0,2.0,85.0,2.0,2016-09-03,2.6,0.0,-37.8164,145.0136,795250.0,14949.0,2,3,1997.0
2869,1.0,2.0,75.0,1.0,2016-09-03,2.6,0.0,-37.824,144.9918,582000.0,14949.0,2,3,2001.0
2870,1.0,1.0,38.0,1.0,2016-12-03,2.6,502.0,-37.8214,144.9997,370000.0,14949.0,1,3,1950.0
2871,1.0,1.0,57.0,1.0,2017-03-04,2.6,8223.0,-37.8127,145.0094,421000.0,14949.0,1,3,2012.0
2872,3.0,5.0,260.0,3.0,2017-03-04,2.6,618.0,-37.8157,145.0073,3200000.0,14949.0,5,2,1890.0
2873,1.0,2.0,62.0,1.0,2017-03-04,2.6,0.0,-37.8258,145.0057,479000.0,14949.0,2,3,1970.0
2874,1.0,2.0,69.0,1.0,2017-03-04,2.6,1725.0,-37.8174,144.9949,655000.0,14949.0,2,3,2005.0
2875,1.0,2.0,66.0,1.0,2017-03-04,2.6,2571.0,-37.8198,145.005,561000.0,14949.0,2,3,2013.0
2876,2.0,2.0,76.0,1.0,2017-03-04,2.6,2740.0,-37.8231,144.9906,635000.0,14949.0,2,3,2003.0
2877,1.0,3.0,105.0,1.0,2016-06-04,2.6,199.0,-37.8193,144.9993,1010000.0,14949.0,3,2,1900.0
2878,1.0,2.0,92.0,1.0,2016-06-04,2.6,169.0,-37.8235,145.0035,1025000.0,14949.0,2,2,1900.0
2879,1.0,2.0,68.0,2.0,2016-08-06,2.6,0.0,-37.815,145.0089,550000.0,14949.0,2,3,2000.0
2880,2.0,4.0,158.0,2.0,2016-08-06,2.6,58.0,-37.817,145.0135,1375000.0,14949.0,4,2,2007.0
2881,2.0,2.0,131.0,1.0,2016-05-07,2.6,220.0,-37.8284,144.9989,1506000.0,14949.0,2,2,1920.0
2882,1.0,3.0,116.0,2.0,2016-05-07,2.6,332.0,-37.8131,145.005,1350000.0,14949.0,3,2,1940.0
2883,1.0,1.0,53.0,1.0,2016-05-07,2.6,7455.0,-37.822,145.0104,405000.0,14949.0,1,3,2005.0
2884,1.0,1.0,43.0,1.0,2016-11-07,2.6,0.0,-37.8127,145.0094,327000.0,14949.0,1,3,2012.0
2885,1.0,3.0,94.0,0.0,2016-11-07,2.6,238.0,-37.8167,144.9977,1474000.0,14949.0,3,2,1900.0
2886,1.0,3.0,115.0,0.0,2016-11-07,2.6,250.0,-37.8167,144.9978,1555000.0,14949.0,3,2,1900.0
2887,1.0,1.0,52.0,1.0,2016-11-07,2.6,0.0,-37.8198,145.005,500000.0,14949.0,1,3,2013.0
2888,1.0,1.0,45.0,1.0,2016-10-08,2.6,8223.0,-37.8127,145.0094,345000.0,14949.0,1,3,2012.0
2889,1.0,3.0,128.0,2.0,2016-10-08,2.6,204.0,-37.8285,145.0022,1275000.0,14949.0,3,2,1900.0
2890,1.0,3.0,92.0,0.0,2016-10-08,2.6,176.0,-37.8116,145.0042,1150000.0,14949.0,3,2,1900.0
2891,1.0,4.0,124.0,0.0,2016-10-08,2.6,254.0,-37.8201,144.9898,950000.0,14949.0,4,2,1890.0
2892,1.0,2.0,60.0,1.0,2016-10-08,2.6,0.0,-37.8231,144.9906,270000.0,14949.0,2,2,2004.0
2893,1.0,1.0,56.0,1.0,2016-09-10,2.6,3516.0,-37.8183,144.9979,439000.0,14949.0,1,3,2011.0
2894,1.0,2.0,68.0,2.0,2016-09-10,2.6,0.0,-37.8333,144.998,695000.0,14949.0,2,3,1997.0
2895,1.0,2.0,61.0,1.0,2016-09-10,2.6,0.0,-37.8198,144.996,512000.0,14949.0,2,3,1970.0
2896,1.0,2.0,115.0,1.0,2016-09-10,2.6,92.0,-37.815,145.008,855000.0,14949.0,2,4,1970.0
2897,2.0,3.0,95.0,2.0,2016-09-10,2.6,0.0,-37.8198,145.005,1040000.0,14949.0,2,3,2013.0
2898,1.0,1.0,1.0,1.0,2016-09-10,2.6,0.0,-37.8214,144.9896,342000.0,14949.0,1,3,1970.0
2899,1.0,1.0,50.0,1.0,2016-09-10,2.6,0.0,-37.8231,144.9906,681000.0,14949.0,1,3,2004.0
2900,1.0,2.0,63.0,0.0,2016-12-10,2.6,95.0,-37.8193,144.9976,900000.0,14949.0,2,2,1900.0
2901,2.0,3.0,126.0,1.0,2016-12-10,2.6,120.0,-37.8243,145.0034,1250000.0,14949.0,3,2,2010.0
2902,1.0,2.0,75.0,1.0,2016-12-10,2.6,117.0,-37.812,144.9939,990000.0,14949.0,2,2,1900.0
2903,1.0,2.0,110.0,0.0,2016-12-10,2.6,158.0,-37.8232,145.0002,1189000.0,14949.0,2,2,1900.0
2904,1.0,2.0,88.0,1.0,2016-12-10,2.6,166.0,-37.8245,144.9933,1220000.0,14949.0,2,2,1900.0
2905,1.0,3.0,81.0,0.0,2016-12-10,2.6,162.0,-37.8241,145.0015,1100000.0,14949.0,3,2,1915.0
2906,1.0,2.0,66.0,1.0,2017-02-11,2.6,0.0,-37.8173,144.9965,450000.0,14949.0,2,3,2000.0
2907,1.0,3.0,140.0,0.0,2016-11-12,2.6,245.0,-37.8138,144.9921,1074000.0,14949.0,3,2,1900.0
2908,2.0,2.0,125.0,2.0,2016-11-12,2.6,153.0,-37.8209,145.0055,1430000.0,14949.0,2,4,2004.0
2909,2.0,3.0,170.0,2.0,2016-11-12,2.6,233.0,-37.8122,144.9937,1465000.0,14949.0,3,2,1993.0
2910,1.0,2.0,51.0,1.0,2016-08-13,2.6,0.0,-37.812,145.0029,391000.0,14949.0,2,3,1965.0
2911,1.0,2.0,85.0,1.0,2016-05-14,2.6,97.0,-37.814,145.002,930000.0,14949.0,2,4,2004.0
2912,1.0,3.0,110.0,1.0,2016-05-14,2.6,199.0,-37.8139,145.0039,1182000.0,14949.0,3,2,1920.0
2913,1.0,2.0,76.0,1.0,2016-05-14,2.6,151.0,-37.8171,145.009,777500.0,14949.0,2,2,1900.0
2914,2.0,3.0,120.0,2.0,2016-05-14,2.6,129.0,-37.824,145.0052,1115000.0,14949.0,3,2,1980.0
2915,2.0,3.0,120.0,1.0,2016-05-14,2.6,0.0,-37.8331,144.9975,760000.0,14949.0,3,3,2005.0
2916,1.0,2.0,69.0,2.0,2016-05-14,2.6,0.0,-37.8173,144.9965,640000.0,14949.0,2,3,2000.0
2917,1.0,3.0,119.0,0.0,2016-05-14,2.6,198.0,-37.8225,145.0007,1420000.0,14949.0,3,2,1890.0
2918,1.0,1.0,40.0,1.0,2016-05-14,2.6,0.0,-37.8195,145.0103,390000.0,14949.0,1,3,2011.0
2919,1.0,1.0,44.0,1.0,2016-10-15,2.6,0.0,-37.8127,145.0094,380000.0,14949.0,1,3,2012.0
2920,1.0,2.0,52.0,1.0,2016-10-15,2.6,0.0,-37.823,144.9982,680000.0,14949.0,2,3,2012.0
2921,1.0,2.0,115.0,1.0,2016-10-15,2.6,126.0,-37.814,145.006,1081000.0,14949.0,2,4,1995.0
2922,2.0,2.0,95.0,0.0,2016-10-15,2.6,74.0,-37.8207,145.0053,860000.0,14949.0,2,2,2000.0
2923,1.0,2.0,54.0,0.0,2016-10-15,2.6,139.0,-37.8118,144.9937,905000.0,14949.0,2,2,1920.0
2924,2.0,2.0,85.0,1.0,2016-10-15,2.6,0.0,-37.8231,144.9906,691000.0,14949.0,2,3,2008.0
2925,3.0,3.0,120.0,2.0,2016-04-16,2.6,168.0,-37.8126,145.0064,1088000.0,14949.0,3,2,1915.0
2926,2.0,3.0,110.0,1.0,2016-04-16,2.6,0.0,-37.8238,145.0072,911000.0,14949.0,3,4,2000.0
2927,3.0,2.0,241.0,1.0,2016-04-16,2.6,544.0,-37.8152,144.9922,3001000.0,14949.0,4,2,1920.0
2928,2.0,2.0,77.0,1.0,2016-04-16,2.6,0.0,-37.822,145.0104,638000.0,14949.0,2,3,2008.0
2929,3.0,3.0,60.0,1.0,2016-09-17,2.6,58.0,-37.8139,145.0012,900000.0,14949.0,3,2,2009.0
2930,1.0,3.0,118.0,3.0,2016-09-17,2.6,210.0,-37.8247,145.0001,1695000.0,14949.0,3,2,1900.0
2931,1.0,3.0,110.0,1.0,2016-09-17,2.6,301.0,-37.8134,145.0055,1365000.0,14949.0,3,2,1935.0
2932,1.0,2.0,90.0,2.0,2016-09-17,2.6,200.0,-37.8294,145.0029,1045000.0,14949.0,2,2,1900.0
2933,2.0,4.0,145.0,1.0,2016-09-17,2.6,263.0,-37.8261,145.0127,1591000.0,14949.0,4,2,1900.0
2934,2.0,3.0,95.0,1.0,2017-03-18,2.6,132.0,-37.822,145.0041,1275000.0,14949.0,3,2,1900.0
2935,2.0,4.0,171.0,0.0,2017-03-18,2.6,0.0,-37.8206,145.0099,1510000.0,14949.0,4,2,1900.0
2936,2.0,3.0,76.0,1.0,2017-03-18,2.6,131.0,-37.8132,144.9929,1550000.0,14949.0,3,2,1900.0
2937,2.0,3.0,141.0,1.0,2016-06-18,2.6,157.0,-37.8225,145.0029,1456000.0,14949.0,3,2,1900.0
2938,2.0,3.0,118.0,1.0,2016-06-18,2.6,66.0,-37.8181,145.007,1100000.0,14949.0,3,2,2013.0
2939,1.0,2.0,81.0,1.0,2016-06-18,2.6,138.0,-37.8218,145.0132,1045000.0,14949.0,2,2,1890.0
2940,2.0,3.0,180.0,1.0,2016-11-19,2.6,217.0,-37.8158,144.9931,2000000.0,14949.0,3,2,1910.0
2941,1.0,2.0,70.0,1.0,2016-11-19,2.6,0.0,-37.8333,144.998,646000.0,14949.0,2,3,1993.0
2942,2.0,2.0,76.0,1.0,2016-11-19,2.6,0.0,-37.8166,145.0036,660000.0,14949.0,2,3,2013.0
2943,1.0,2.0,80.0,1.0,2016-11-19,2.6,197.0,-37.8215,145.0054,1145000.0,14949.0,2,2,1960.0
2944,1.0,4.0,124.0,0.0,2016-05-22,2.6,254.0,-37.8201,144.9898,905000.0,14949.0,4,2,1890.0
2945,2.0,2.0,104.0,1.0,2016-05-22,2.6,0.0,-37.8128,145.0133,750000.0,14949.0,2,3,2000.0
2946,2.0,2.0,75.0,2.0,2016-05-22,2.6,0.0,-37.8189,145.0131,604000.0,14949.0,2,3,2009.0
2947,2.0,4.0,214.0,1.0,2016-08-22,2.6,249.0,-37.8147,145.0084,1645000.0,14949.0,4,2,1970.0
2948,1.0,1.0,40.0,1.0,2016-08-22,2.6,0.0,-37.8242,145.0026,306000.0,14949.0,1,3,1965.0
2949,1.0,2.0,102.0,1.0,2016-08-22,2.6,181.0,-37.8203,145.0092,1270000.0,14949.0,3,2,1900.0
2950,2.0,2.0,112.0,1.0,2016-08-22,2.6,203.0,-37.8214,145.0132,1850000.0,14949.0,3,2,1900.0
2951,2.0,3.0,141.0,1.0,2016-04-23,2.6,312.0,-37.8217,145.007,1650000.0,14949.0,3,2,1920.0
2952,2.0,3.0,118.0,2.0,2016-09-24,2.6,171.0,-37.8166,144.9987,1320000.0,14949.0,3,2,1890.0
2953,2.0,3.0,111.0,1.0,2016-09-24,2.6,192.0,-37.8212,144.9985,1651000.0,14949.0,3,2,1900.0
2954,2.0,4.0,193.0,0.0,2016-09-24,2.6,288.0,-37.8268,145.0129,1800000.0,14949.0,4,2,1900.0
2955,2.0,3.0,104.0,2.0,2016-09-24,2.6,0.0,-37.8189,145.0131,791500.0,14949.0,3,3,2005.0
2956,2.0,3.0,144.0,2.0,2016-09-24,2.6,80.0,-37.8233,144.9947,1600000.0,14949.0,3,2,1850.0
2957,2.0,2.0,89.0,1.0,2017-02-25,2.6,170.0,-37.8229,144.9931,1200000.0,14949.0,2,4,1940.0
2958,2.0,3.0,164.0,1.0,2017-02-25,2.6,189.0,-37.82,144.9987,1555000.0,14949.0,3,2,1900.0
2959,3.0,3.0,184.0,2.0,2017-02-25,2.6,119.0,-37.8278,144.9984,1582000.0,14949.0,3,4,2005.0
2960,1.0,3.0,121.0,1.0,2016-07-26,2.6,331.0,-37.8263,145.0085,2055000.0,14949.0,3,2,1960.0
2961,1.0,3.0,128.0,1.0,2016-06-27,2.6,209.0,-37.8206,144.9913,1345000.0,14949.0,3,2,1900.0
2962,1.0,1.0,60.0,1.0,2016-06-27,2.6,0.0,-37.822,145.0104,410000.0,14949.0,1,3,2008.0
2963,2.0,2.0,68.0,1.0,2016-06-27,2.6,0.0,-37.822,145.0104,696000.0,14949.0,2,3,2008.0
2964,2.0,3.0,174.0,2.0,2016-11-27,2.6,133.0,-37.8183,145.0079,1350000.0,14949.0,3,2,2000.0
2965,2.0,2.0,106.0,2.0,2016-11-27,2.6,0.0,-37.8128,145.0139,807000.0,14949.0,2,3,2000.0
2966,1.0,1.0,50.0,1.0,2016-11-27,2.6,0.0,-37.8331,144.9975,385000.0,14949.0,1,3,2005.0
2967,1.0,2.0,80.0,0.0,2016-11-27,2.6,156.0,-37.8209,145.0052,1150000.0,14949.0,2,2,1900.0
2968,1.0,4.0,144.0,0.0,2016-11-27,2.6,434.0,-37.8185,145.0061,1775000.0,14949.0,4,2,1900.0
2969,1.0,3.0,92.0,1.0,2016-11-27,2.6,152.0,-37.8219,145.0096,1270000.0,14949.0,3,2,1910.0
2970,1.0,2.0,72.0,0.0,2016-05-28,2.6,127.0,-37.8251,145.0063,827500.0,14949.0,2,2,1900.0
2971,2.0,2.0,70.0,1.0,2016-05-28,2.6,0.0,-37.8189,145.0131,560000.0,14949.0,2,3,2004.0
2972,2.0,2.0,91.0,1.0,2016-08-28,2.6,0.0,-37.8198,145.005,790000.0,14949.0,2,3,2013.0
2973,3.0,4.0,108.0,2.0,2016-07-30,2.6,108.0,-37.8129,145.0013,1212500.0,14949.0,4,2,2010.0
2974,1.0,2.0,74.0,0.0,2016-07-30,2.6,103.0,-37.8199,144.9911,1125000.0,14949.0,2,2,1900.0
2975,1.0,3.0,100.0,2.0,2016-07-30,2.6,248.0,-37.8185,144.9935,1520000.0,14949.0,3,2,1900.0
2976,2.0,4.0,207.0,1.0,2016-09-03,11.4,629.0,-37.7395,145.0773,1101500.0,3540.0,5,2,1960.0
2977,2.0,4.0,181.0,2.0,2016-05-07,11.4,843.0,-37.7348,145.0656,1020000.0,3540.0,4,2,1940.0
2978,1.0,3.0,112.0,1.0,2016-05-07,11.4,213.0,-37.7386,145.0733,560000.0,3540.0,3,3,2000.0
2979,1.0,3.0,205.0,2.0,2016-05-07,11.4,1016.0,-37.7299,145.0656,1050000.0,3540.0,3,2,1950.0
2980,1.0,2.0,89.0,1.0,2016-09-10,11.4,83.0,-37.747,145.07,531000.0,3540.0,2,4,1990.0
2981,1.0,3.0,134.0,0.0,2016-12-10,11.4,454.0,-37.7449,145.072,620000.0,3540.0,3,2,1940.0
